word;lvl;transcription;translation;class
stupid;a2;[ʹstju:pıd];глупый;adjective
style;a1;[staıl];стиль;noun
subject;b2;[ʹsʌbdʒıkt];подлежащий;adjective
subject;a1;[ʹsʌbdʒıkt];предмет;noun
submission;c1;[səbʹmıʃ(ə)n];представление;noun
submit;b2;[səbʹmıt];представить;verb
subscriber;c1;[səbʹskraıbə];абонент;noun
subscription;c1;[səbʹskrıpʃ(ə)n];подписка;noun
subsequent;b2;[ʹsʌbsıkwənt];последующий;adjective
subsequently;b2;[ʹsʌbsıkwəntlı];впоследствии;adverb
subsidy;c1;[ʹsʌbsıdı];субсидия;noun
substance;b1;[ʹsʌbstəns];вещество;noun
substantial;c1;[səbʹstænʃ(ə)l];существенный;adjective
substantially;c1;[səbʹstænʃ(ə)lı];существенно;adverb
substitute;c1;[ʹsʌbstıtju:t];замена;noun
substitute;c1;[ʹsʌbstıtju:t];заменить;verb
substitution;c1;[͵sʌbstıʹtju:ʃ(ə)n];замена;noun
subtle;c1;[ʹsʌtl];тонкий;adjective
suburb;b2;[ʹsʌbɜ:b];пригород;noun
suburban;c1;[səʹbɜ:bən];пригородный;adjective
succeed;a2;[səkʹsi:d];преуспеть;verb
success;a1;[səkʹses];успех;noun
successful;a2;[səkʹsesf(ə)l];успешный;adjective
successfully;b1;[səkʹsesʃ(ə)lı];успешно;adverb
succession;c1;[səkʹseʃ(ə)n];правопреемство;noun
successive;c1;[səkʹsesıv];последовательный;adjective
successor;c1;[səkʹsesə];преемник;noun
such;a2;[sʌtʃ];такой;determiner
such;a2;[sʌtʃ];такой;pronoun
suck;c1;[sʌk];сосать;verb
sudden;b1;[ʹsʌdn];внезапный;adjective
suddenly;a2;[ʹsʌd(ə)nlı];внезапно;adverb
sue;c1;[s(j)u:];засудить;verb
suffer;b1;[ʹsʌfə];страдать;verb
suffering;b2;[ʹsʌf(ə)rıŋ];страдание;noun
sufficient;b2;[səʹfıʃ(ə)nt];достаточный;adjective
sufficiently;b2;[səʹfıʃ(ə)ntlı];достаточно;adverb
sugar;a1;[ʹʃʋgə];сахар;noun
suggest;a2;[səʹdʒest];предлагать;verb
suggestion;a2;[səʹdʒestʃ(ə)n];предложение;noun
suicide;c1;[ʹs(j)u:ısaıd];самоубийство;noun
suit;a2;[s(j)u:t];костюм;noun
suit;b1;[s(j)u:t];подойти;verb
suitable;b1;[ʹs(j)u:təb(ə)l];подходящий;adjective
suite;c1;[swi:t];набор;noun
sum;b2;[sʌm];сумма;noun
sum;b2;[sʌm];суммировать;verb
summarize;b1;[ʹsʌməraız];обобщить;verb
summary;b1;[ʹsʌm(ə)rı];резюме;noun
summer;a1;[ʹsʌmə];лето;noun
summit;c1;[ʹsʌmıt];саммит;noun
sun;a1;[sʌn];солнце;noun
sunday;a1;[ʹsʌndı];воскресенье;noun
super;b2;[ʹs(j)u:pə];супер;adjective
superb;c1;[s(j)u:ʹpɜ:b];превосходный;adjective
superior;c1;[s(j)u:ʹpı(ə)rıə];превосходный;adjective
supermarket;a1;[ʹs(j)u:pə͵mɑ:kıt];супермаркет;noun
supervise;c1;[ʹs(j)u:pəvaız];контролировать;verb
supervision;c1;[͵s(j)u:pəʹvıʒ(ə)n];надзор;noun
supervisor;c1;[ʹs(j)u:pəvaızə];руководитель;noun
supplement;c1;[ʹsʌplımənt];добавка;noun
supplement;c1;[ʹsʌplımənt];дополнить;verb
supply;b1;[səʹplaı];поставка;noun
supply;b1;[səʹplaı];поставлять;verb
support;a2;[səʹpɔ:t];поддержка;noun
support;a2;[səʹpɔ:t];поддерживать;verb
supporter;b1;[səʹpɔ:tə];сторонник;noun
supportive;c1;[səʹpɔ:tıv];благоприятный;adjective
suppose;a2;[səʹpəʋz];предположить;verb
supposedly;c1;[səʹpəʋzıdlı];якобы;adverb
suppress;c1;[səʹpres];подавлять;verb
supreme;c1;[s(j)u:ʹpri:m];верховный;adjective
sure;a1;[ʃʋə];уверенный;adjective
sure;a2;[ʃʋə];конечно;adverb
surely;b1;[ʹʃʋəlı];наверняка;adverb
surface;b1;[ʹsɜ:fıs];поверхность;noun
surge;c1;[sɜ:dʒ];всплеск;noun
surge;c1;[sɜ:dʒ];расти;verb
surgeon;b2;[ʹsɜ:dʒ(ə)n];хирург;noun
surgery;b2;[ʹsɜ:dʒ(ə)rı];операция;noun
surgical;c1;[ʹsɜ:dʒık(ə)l];хирургический;adjective
surplus;c1;[ʹsɜ:pləs];излишек;noun
surprise;a2;[səʹpraız];сюрприз;noun
surprise;a2;[səʹpraız];удивить;verb
surprised;a2;[səʹpraɪzd];удивленный;adjective
surprising;a2;[səʹpraızıŋ];удивительный;adjective
surrender;c1;[səʹrendə];сдаться;verb
surround;b2;[səʹraʋnd];окружать;verb
surrounding;b2;[səʹraʋndıŋ];окружающий;adjective
surveillance;c1;[sɜ:ʹveıl(ə)ns];наблюдение;noun
survey;a2;[ʹsɜ:veı];опрос;noun
survey;b2;[ʹsɜ:veı];опросить;verb
survival;b2;[səʹvaıv(ə)l];выживание;noun
survive;b1;[səʹvaıv];выжить;verb
survivor;b2;[səʹvaıvə];переживший;noun
suspect;b2;[ʹsʌspekt];подозреваемый;noun
suspect;b2;[ʹsʌspekt];подозревать;verb
suspend;b2;[səʹspend];приостановить;verb
suspension;c1;[səʹspenʃ(ə)n];подвеска;noun
suspicion;c1;[səʹspıl(ə)n];подозрение;noun
suspicious;c1;[səʹspıʃəs];подозрительный;adjective
sustain;c1;[səʹsteın];поддерживать;verb
sustainable;b2;[sə'steinəbl];устойчивый;adjective
swallow;b2;[ʹswɒləʋ];проглотить;verb
swear;b2;[sweə];клясться;verb
sweater;a1;[ʹswetə];свитер;noun
sweep;b2;[swi:p];подметать;verb
sweet;a2;[swi:t];сладкий;adjective
sweet;a2;[swi:t];сладость;noun
swim;b1;[swım];плавание;noun
swim;a1;[swım];плавать;verb
swimming;a1;[ʹswımıŋ];плавание;noun
swing;c1;[swıŋ];качели;noun
swing;c1;[swıŋ];качаться;verb
switch;b2;[swıtʃ];переключатель;noun
switch;b1;[swıtʃ];переключаться;verb
sword;c1;[sɔ:d];меч;noun
symbol;a2;[ʹsımb(ə)l];символ;noun
symbolic;c1;[sim'bɔlik((ə)l)];символический;adjective
sympathetic;b2;[͵sımpəʹθetık];сочувствующий;adjective
sympathy;b2;[ʹsımpəθı];сочувствие;noun
symptom;b1;[ʹsımptəm];симптом;noun
syndrome;c1;[ʹsındrəʋm];синдром;noun
synthesis;c1;[ʹsınθəsıs];синтез;noun
system;a2;[ʹsıstım];система;noun
systematic;c1;[,sistə'mætik(əl)];систематический;adjective
t-shirt;a1;[ti:]-[ʃɜ:t];футболка;noun
table;a1;[ʹteıb(ə)l];стол;noun
tablet;a2;[ʹtæblıt];планшет;noun
tackle;c1;[ʹtæk(ə)l];снасть;noun
tackle;b2;[ʹtæk(ə)l];решать;verb
tactic;c1;[ʹtæktık];тактика;noun
tactical;c1;[ʹtæktık(ə)l];тактический;adjective
tag;b2;[tæg];тег;noun
tag;b2;[tæg];пометить;verb
tail;b1;[teıl];хвост;noun
take;a1;[teık];взять;verb
tale;b2;[teıl];сказка;noun
talent;b1;[ʹtælənt];талант;noun
talented;b1;[ʹtæləntıd];талантливый;adjective
talk;a2;[tɔ:k];разговор;noun
talk;a1;[tɔ:k];говорить;verb
tall;a1;[tɔ:l];высокий;adjective
tank;b2;[tæŋk];танк;noun
tap;b2;[tæp];кран;noun
tap;b2;[tæp];нажать;verb
tape;b1;[teıp];лента;noun
target;a2;[ʹtɑ:gıt];цель;noun
target;b2;[ʹtɑ:gıt];нацелить;verb
task;a2;[tɑ:sk];задача;noun
taste;a2;[teıst];вкус;noun
taste;a2;[teıst];попробовать;verb
tax;b1;[tæks];налог;noun
tax;b1;[tæks];облагать налогом;verb
taxi;a1;[ʹtæksı];такси;noun
taxpayer;c1;[ʹtæks͵peıə];налогоплательщик;noun
tea;a1;[ti:];чай;noun
teach;a1;[ti:tʃ];научить;verb
teacher;a1;[ʹti:tʃə];учитель;noun
teaching;a2;[ʹti:tʃıŋ];преподавание;noun
team;a1;[ti:m];команда;noun
tear;b2;[teə];слеза;noun
tear;b2;[teə];разорвать;verb
technical;b1;[ʹteknık(ə)l];технический;adjective
technique;b1;[tekʹni:k];техника;noun
technological;b2;[,teknə'lɔdʒik(əl)];технологический;adjective
technology;a2;[tekʹnɒlədʒı];технология;noun
teenage;a2;['ti:neidʒ];подростковый;adjective
teenager;a1;['ti:neidʒə];подросток;noun
teens;b2;[ti:nz];подростки;noun
telephone;a1;[ʹtelıfəʋn];телефон;noun
telephone;a1;[ʹtelıfəʋn];позвонить;verb
television;a1;[ʹtelı͵vıʒ(ə)n];телевидение;noun
tell;a1;[tel];сказать;verb
temperature;a2;[ʹtemp(ə)rətʃə];температура;noun
temple;b2;[ʹtemp(ə)l];храм;noun
temporarily;b2;[ʹtemp(ə)rərılı];временно;adverb
temporary;b2;[ʹtemp(ə)rərı];временный;adjective
tempt;c1;[tempt];искушать;verb
ten;a1;[ten];десять;number
tenant;c1;[ʹtenənt];арендатор;noun
tend;b1;[tend];иметь тенденцию;verb
tendency;b2;[ʹtendənsı];тенденция;noun
tender;c1;[ʹtendə];нежный;adjective
tennis;a1;[ʹtenıs];теннис;noun
tension;b2;[ʹtenʃ(ə)n];напряженность;noun
tent;b1;[tent];палатка;noun
tenure;c1;[ʹtenj(ʋ)ə];пребывание;noun
term;a2;[tɜ:m];термин;noun
term;b2;[tɜ:m];называть;verb
terminal;c1;[ʹtɜ:mın(ə)l];терминальный;adjective
terminal;b2;[ʹtɜ:mın(ə)l];терминал;noun
terminate;c1;[ʹtɜ:mınıt];прекратить;verb
terms;b2;terms[МН.Ч.];условия;noun
terrain;c1;[təʹreın];местность;noun
terrible;a1;[ʹterəb(ə)l];ужасный;adjective
terribly;b2;[ʹterəblı];ужасно;adverb
terrific;c1;[təʹrıfık];потрясающий;adjective
terrify;b2;[ʹterıfaı];пугать;verb
territory;b2;[ʹterıt(ə)rı];территория;noun
terror;b2;[ʹterə];террор;noun
terrorism;b2;[ʹterərız(ə)m];терроризм;noun
terrorist;b2;[ʹterərıst];террорист;noun
test;a1;[test];тест;noun
test;a1;[test];проверить;verb
testify;c1;[ʹtestıfaı];свидетельствовать;verb
testimony;c1;[ʹtestımənı];показание;noun
testing;b2;[ʹtestıŋ];тестирование;noun
text;a1;[tekst];текст;noun
text;a2;[tekst];написать;verb
textbook;b2;[ʹtekstbʋk];учебник;noun
texture;c1;[ʹtekstʃə];текстура;noun
than;a1;[ðæn];более;conjunction
than;a1;[ðæn];чем;preposition
thank;a1;[θæŋk];поблагодарить;verb
thankfully;c1;[ʹθæŋkf(ə)lı];к счастью;adverb
thanks;a1;[θæŋks];спасибо;exclamation
thanks;a1;[θæŋks];благодарность;noun
that;b1;[ðæt];именно;adverb
that;a1;[ðæt];чтобы;conjunction
that;a1;[ðæt];тот;determiner
that;a1;[ðæt];что;pronoun
the;a1;[ðə];тот;definite article
theatre;a1;[ʹθıətə];театр;noun
theatrical;c1;[θıʹætrık(ə)l];театральный;adjective
theft;b2;[θeft];кража;noun
their;a1;[ðeə];их;determiner
theirs;b1;[ðeəz];их;pronoun
them;a1;[ðem];их;pronoun
theme;b1;[θi:m];тема;noun
themselves;a2;[ðəmʹselvz];себя;pronoun
then;a1;[ðen];затем;adverb
theology;c1;[θıʹɒlədʒı];теология;noun
theoretical;c1;[θıəʹretık(ə)l];теоретический;adjective
theory;b1;[ʹθı(ə)rı];теория;noun
therapist;b2;[ʹθerəpıst];терапевт;noun
therapy;b2;[ʹθerəpı];терапия;noun
there;a1;[ðeə];там;adverb
thereafter;c1;[ðe(ə)ʹrɑ:ftə];после этого;adverb
thereby;c1;[ðeəʹbaı];тем самым;adverb
therefore;b1;[ʹðeəfɔ:];поэтому;adverb
thesis;b2;[ʹθi:sıs];диссертация;noun
they;a1;[ðeı];их;pronoun
thick;a2;[θık];толстый;adjective
thief;a2;[θi:f];вор;noun
thin;a2;[θın];тонкий;adjective
thing;a1;[θıŋ];вещь;noun
think;a1;[θıŋk];думать;verb
thinking;a2;[ʹθıŋkıŋ];мышление;noun
third;a2;[θɜ:d];треть;noun
third;a1;[θɜ:d];третий;ordinal number
thirsty;a1;[ʹθɜ:stı];жаждущий;adjective
thirteen;a1;[͵θɜ:ʹti:n];тринадцать;number
thirty;a1;[ʹθɜ:tı];тридцать;number
this;b1;[ðıs];вот;adverb
this;a1;[ðıs];этот;determiner
this;a1;[ðıs];он;pronoun
thorough;b2;[ʹθʌrə];тщательный;adjective
thoroughly;b2;[ʹθʌrəlı];тщательно;adverb
though;b1;[ðəʋ];однако;adverb
though;b1;[ðəʋ];хотя;conjunction
thought;a2;[θɔ:t];мысль;noun
thought-provoking;c1;[θɔ:t]-[prəʹvəʋkıŋ];наводящий на размышления;adjective
thoughtful;c1;[ʹθɔ:tf(ə)l];вдумчивый;adjective
thousand;a1;[ʹθaʋz(ə)nd];тысяча;number
thread;c1;[θred];нить;noun
threat;b2;[θret];угроза;noun
threaten;b2;[ʹθretn];угрожать;verb
three;a1;[θri:];три;number
threshold;c1;[ʹθreʃ(h)əʋld];порог;noun
thrilled;c1;[θrɪld];взволнованный;adjective
thrive;c1;[θraıv];процветать;verb
throat;b1;[θrəʋt];горло;noun
through;a1;[θru:];путем;adverb
through;a1;[θru:];посредством;preposition
throughout;b1;[θru:ʹaʋt];повсюду;adverb
throughout;b1;[θru:ʹaʋt];по всей;preposition
throw;a2;[θrəʋ];бросить;verb
thumb;b2;[θʌm];большой палец;noun
thursday;a1;[ʹθɜ:zdı];четверг;noun
thus;b2;[θʌs];таким образом;adverb
ticket;a1;[ʹtıkıt];билет;noun
tide;c1;[taıd];прилив;noun
tidy;a2;[ʹtaıdı];аккуратный;adjective
tidy;a2;[ʹtaıdı];привести;verb
tie;a2;[taı];галстук;noun
tie;a2;[taı];связать;verb
tight;b1;[taıt];жесткий;adjective
tighten;c1;[ʹtaıtn];ужесточить;verb
till;b1;[tıl];пока;conjunction
till;b1;[tıl];до тех пор пока;preposition
timber;c1;[ʹtımbə];древесина;noun
time;a1;[taım];время;noun
time;b2;[taım];приурочивать;verb
timely;c1;[ʹtaımlı];своевременный;adjective
timing;b2;[ʹtaımıŋ];срок;noun
tin;b1;[tın];олово;noun
tiny;b1;[ʹtaını];крошечный;adjective
tip;a2;[tıp];совет;noun
tip;b1;[tıp];склонить;verb
tired;a1;[ʹtaıəd];усталый;adjective
tissue;b2;[ʹtıʃu:];ткань;noun
title;a1;[ʹtaıtl];название;noun
title;b2;[ʹtaıtl];называться;verb
to;a1;[tu:];(маркер инфинитива);infinitive marker
to;a1;[tu:];к;preposition
tobacco;c1;[təʹbækəʋ];табак;noun
today;a1;[təʹdeı];днесь;adverb
today;a1;[təʹdeı];сегодня;noun
toe;b1;[təʋ];палец;noun
together;a1;[təʹgeðə];вместе;adverb
toilet;a1;[ʹtɔılıt];туалет;noun
tolerance;c1;[ʹtɒl(ə)rəns];терпимость;noun
tolerate;c1;[ʹtɒləreıt];терпеть;verb
toll;c1;[təʋl];число жертв;noun
tomato;a1;[təʹmɑ:təʋ];помидор;noun
tomorrow;a1;[təʹmɒrəʋ];завтра;adverb
tomorrow;a1;[təʹmɒrəʋ];завтра;noun
ton;b2;[tʌn];тонна;noun
tone;b2;[təʋn];тон;noun
tongue;b1;[tʌŋ];язык;noun
tonight;a1;[təʹnaıt];сегодня вечером;adverb
tonight;a1;[təʹnaıt];сегодняшний вечер;noun
tonne;b2;[tʌn];тонна;noun
too;a1;[tu:];слишком;adverb
tool;a2;[tu:l];инструмент;noun
tooth;a1;[tu:θ];зуб;noun
top;a2;[tɒp];верхний;adjective
top;a2;[tɒp];вершина;noun
top;c1;[tɒp];возглавить;verb
topic;a1;[ʹtɒpık];тема;noun
torture;c1;[ʹtɔ:tʃə];пытка;noun
torture;c1;[ʹtɔ:tʃə];пытать;verb
toss;c1;[tɒs];бросить;verb
total;b1;[ʹtəʋtl];общий;adjective
total;b1;[ʹtəʋtl];общая сумма;noun
total;c1;[ʹtəʋtl];составить;verb
totally;b1;[ʹtəʋt(ə)lı];полностью;adverb
touch;b1;[tʌtʃ];прикосновение;noun
touch;a2;[tʌtʃ];трогать;verb
tough;b2;[tʌf];жесткий;adjective
tour;a2;[tʋə];тур;noun
tour;b1;[tʋə];гастролировать;verb
tourism;a2;['tuəriz(ə)m];туризм;noun
tourist;a1;[ʹtʋ(ə)rıst];турист;noun
tournament;b2;[ʹtʋənəmənt];турнир;noun
towards;a2;[təʹwɔ:dz];над;preposition
towel;a2;[ʹtaʋəl];полотенце;noun
tower;a2;[ʹtaʋə];башня;noun
town;a1;[taʋn];город;noun
toxic;c1;[ʹtɒksık];токсичный;adjective
toy;a2;[tɔı];игрушечный;adjective
toy;a2;[tɔı];игрушка;noun
trace;c1;[treıs];след;noun
trace;b2;[treıs];проследить;verb
track;a2;[træk];трек;noun
track;b2;[træk];отслеживать;verb
trade;b1;[treıd];торговля;noun
trade;b1;[treıd];торговать;verb
trademark;c1;[ʹtreıdmɑ:k];товарный знак;noun
trading;b2;[ʹtreıdıŋ];торговля;noun
tradition;a2;[trəʹdıʃ(ə)n];традиция;noun
traditional;a2;[trəʹdıʃ(ə)nəl];традиционный;adjective
traffic;a1;[ʹtræfık];трафик;noun
tragedy;b2;[ʹtrædʒıdı];трагедия;noun
tragic;b2;['trædʒik(əl)];трагический;adjective
trail;c1;[treıl];след;noun
trail;c1;[treıl];отставать;verb
trailer;c1;[ʹtreılə];трейлер;noun
train;a1;[treın];поезд;noun
train;a2;[treın];тренироваться;verb
trainer;a2;[ʹtreınə];тренер;noun
training;a2;[ʹtreınıŋ];обучение;noun
trait;b2;[treı(t)];черта;noun
transaction;c1;[trænʹzækʃ(ə)n];сделка;noun
transcript;c1;[ʹtrænskrıpt];стенограмма;noun
transfer;b2;[ʹtrænsfɜ:];передача;noun
transfer;b2;[ʹtrænsfɜ:];передавать;verb
transform;b2;[ʹtrænsfɔ:m];превратить;verb
transformation;c1;[͵trænsfəʹmeıʃ(ə)n];трансформация;noun
transit;c1;[ʹtrænsıt];транзит;noun
transition;b2;[trænʹzıʃ(ə)n];переход;noun
translate;b1;[trænzʹleıt];перевести;verb
translation;b1;[trænzʹleıʃ(ə)n];перевод;noun
transmission;c1;[trænzʹmıʃ(ə)n];передача;noun
transmit;b2;[trænzʹmıt];передавать;verb
transparency;c1;[trænʹspærənsı];прозрачность;noun
